Spin,Symbols,Reel1,Payout,Win
74144,Cherry-Cherry-Cherry,Cherry,2,1
74145,Bar-Lemon-Cherry,Bar,0,0
74146,Bell-Lemon-Cherry,Bell,0,0
74147,Lemon-Cherry-Cherry,Lemon,0,0
74148,Cherry-Cherry-Cherry,Cherry,2,1
74149,Cherry-Lemon-Cherry,Cherry,0,0
74150,Cherry-Cherry-Lemon,Cherry,0,0
74151,Cherry-Lemon-Lemon,Cherry,0,0
74152,Cherry-Lemon-Bell,Cherry,0,0
74153,Cherry-Cherry-Bell,Cherry,0,0
74154,Cherry-Bar-Cherry,Cherry,0,0
74155,Bell-Cherry-Bell,Bell,0,0
74156,Lemon-Bar-Lemon,Lemon,0,0
74157,Lemon-Lemon-Cherry,Lemon,0,0
74158,Seven-Cherry-Bar,Seven,0,0
74159,Cherry-Bell-Lemon,Cherry,0,0
74160,Lemon-Cherry-Lemon,Lemon,0,0
74161,Lemon-Seven-Bell,Lemon,0,0
74162,Seven-Bell-Cherry,Seven,0,0
74163,Lemon-Cherry-Bell,Lemon,0,0
74164,Lemon-Cherry-Cherry,Lemon,0,0
74165,Bell-Cherry-Cherry,Bell,0,0
74166,Cherry-Lemon-Cherry,Cherry,0,0
74167,Seven-Lemon-Seven,Seven,0,0
74168,Bell-Cherry-Bell,Bell,0,0
74169,Cherry-Cherry-Bell,Cherry,0,0
74170,Cherry-Cherry-Cherry,Cherry,2,1
74171,Bell-Cherry-Bell,Bell,0,0
74172,Bell-Bar-Bell,Bell,0,0
74173,Cherry-Lemon-Lemon,Cherry,0,0
74174,Bell-Lemon-Cherry,Bell,0,0
74175,Cherry-Cherry-Cherry,Cherry,2,1
74176,Lemon-Bell-Bar,Lemon,0,0
74177,Bell-Bell-Cherry,Bell,0,0
74178,Cherry-Cherry-Lemon,Cherry,0,0
74179,Cherry-Cherry-Bar,Cherry,0,0
74180,Cherry-Lemon-Cherry,Cherry,0,0
74181,Cherry-Lemon-Cherry,Cherry,0,0
74182,Lemon-Lemon-Cherry,Lemon,0,0
74183,Bar-Lemon-Cherry,Bar,0,0
74184,Lemon-Lemon-Lemon,Lemon,4,1
74185,Lemon-Cherry-Lemon,Lemon,0,0
74186,Cherry-Bell-Cherry,Cherry,0,0
74187,Lemon-Bell-Bar,Lemon,0,0
74188,Lemon-Cherry-Bell,Lemon,0,0
74189,Cherry-Lemon-Seven,Cherry,0,0
74190,Lemon-Bell-Cherry,Lemon,0,0
74191,Lemon-Lemon-Cherry,Lemon,0,0
74192,Lemon-Lemon-Lemon,Lemon,4,1
74193,Bell-Bell-Cherry,Bell,0,0
74194,Seven-Lemon-Seven,Seven,0,0
74195,Cherry-Lemon-Cherry,Cherry,0,0
74196,Lemon-Lemon-Cherry,Lemon,0,0
74197,Cherry-Bar-Bell,Cherry,0,0
74198,Cherry-Cherry-Lemon,Cherry,0,0
74199,Cherry-Cherry-Cherry,Cherry,2,1
74200,Cherry-Lemon-Lemon,Cherry,0,0
74201,Cherry-Lemon-Bell,Cherry,0,0
74202,Cherry-Bar-Lemon,Cherry,0,0
74203,Cherry-Lemon-Cherry,Cherry,0,0
74204,Lemon-Cherry-Lemon,Lemon,0,0
74205,Cherry-Lemon-Bell,Cherry,0,0
74206,Cherry-Seven-Seven,Cherry,0,0
74207,Bell-Lemon-Lemon,Bell,0,0
74208,Lemon-Cherry-Cherry,Lemon,0,0
74209,Cherry-Lemon-Cherry,Cherry,0,0
74210,Cherry-Lemon-Bell,Cherry,0,0
74211,Cherry-Bar-Cherry,Cherry,0,0
74212,Cherry-Cherry-Lemon,Cherry,0,0
74213,Cherry-Lemon-Cherry,Cherry,0,0
74214,Cherry-Cherry-Cherry,Cherry,2,1
74215,Lemon-Bell-Lemon,Lemon,0,0
74216,Seven-Cherry-Lemon,Seven,0,0
74217,Cherry-Bar-Cherry,Cherry,0,0
74218,Seven-Cherry-Bell,Seven,0,0
74219,Cherry-Lemon-Cherry,Cherry,0,0
74220,Lemon-Bar-Cherry,Lemon,0,0
74221,Lemon-Cherry-Cherry,Lemon,0,0
74222,Cherry-Cherry-Lemon,Cherry,0,0
74223,Lemon-Lemon-Lemon,Lemon,4,1
74224,Cherry-Cherry-Lemon,Cherry,0,0
74225,Cherry-Lemon-Cherry,Cherry,0,0
74226,Cherry-Cherry-Bell,Cherry,0,0
74227,Cherry-Cherry-Lemon,Cherry,0,0
74228,Cherry-Lemon-Cherry,Cherry,0,0
74229,Bell-Lemon-Cherry,Bell,0,0
74230,Bar-Cherry-Cherry,Bar,0,0
74231,Cherry-Lemon-Lemon,Cherry,0,0
74232,Cherry-Bell-Bell,Cherry,0,0
74233,Lemon-Cherry-Lemon,Lemon,0,0
74234,Bell-Cherry-Cherry,Bell,0,0
74235,Bar-Bar-Cherry,Bar,0,0
74236,Lemon-Cherry-Cherry,Lemon,0,0
74237,Cherry-Lemon-Cherry,Cherry,0,0
74238,Cherry-Cherry-Bell,Cherry,0,0
74239,Lemon-Cherry-Bar,Lemon,0,0
74240,Seven-Lemon-Cherry,Seven,0,0
74241,Lemon-Cherry-Bell,Lemon,0,0
74242,Cherry-Cherry-Lemon,Cherry,0,0
74243,Cherry-Lemon-Lemon,Cherry,0,0
74244,Cherry-Bell-Cherry,Cherry,0,0
74245,Cherry-Bell-Cherry,Cherry,0,0
74246,Lemon-Cherry-Lemon,Lemon,0,0
74247,Bell-Lemon-Cherry,Bell,0,0
74248,Lemon-Cherry-Lemon,Lemon,0,0
74249,Cherry-Cherry-Lemon,Cherry,0,0
74250,Lemon-Lemon-Cherry,Lemon,0,0
74251,Lemon-Lemon-Cherry,Lemon,0,0
74252,Cherry-Bar-Cherry,Cherry,0,0
74253,Bell-Cherry-Cherry,Bell,0,0
74254,Bell-Cherry-Bell,Bell,0,0
74255,Bar-Lemon-Cherry,Bar,0,0
74256,Cherry-Bell-Cherry,Cherry,0,0
74257,Cherry-Cherry-Cherry,Cherry,2,1
74258,Cherry-Cherry-Cherry,Cherry,2,1
74259,Cherry-Bell-Cherry,Cherry,0,0
74260,Bar-Bar-Lemon,Bar,0,0
74261,Bar-Lemon-Cherry,Bar,0,0
74262,Cherry-Cherry-Lemon,Cherry,0,0
74263,Lemon-Bell-Cherry,Lemon,0,0
74264,Cherry-Cherry-Lemon,Cherry,0,0
74265,Bell-Bell-Bar,Bell,0,0
74266,Lemon-Cherry-Lemon,Lemon,0,0
74267,Lemon-Cherry-Cherry,Lemon,0,0
74268,Lemon-Bell-Cherry,Lemon,0,0
74269,Cherry-Cherry-Bell,Cherry,0,0
74270,Bell-Cherry-Seven,Bell,0,0
74271,Lemon-Cherry-Cherry,Lemon,0,0
74272,Cherry-Lemon-Cherry,Cherry,0,0
74273,Cherry-Cherry-Cherry,Cherry,2,1
74274,Bell-Cherry-Cherry,Bell,0,0
74275,Cherry-Cherry-Cherry,Cherry,2,1
74276,Cherry-Bar-Lemon,Cherry,0,0
74277,Seven-Bell-Cherry,Seven,0,0
74278,Cherry-Cherry-Cherry,Cherry,2,1
74279,Bell-Cherry-Cherry,Bell,0,0
74280,Bell-Cherry-Bell,Bell,0,0
74281,Bell-Cherry-Bar,Bell,0,0
74282,Lemon-Cherry-Lemon,Lemon,0,0
74283,Bar-Lemon-Lemon,Bar,0,0
74284,Seven-Seven-Cherry,Seven,0,0
74285,Cherry-Cherry-Bell,Cherry,0,0
74286,Cherry-Bell-Bar,Cherry,0,0
74287,Bar-Lemon-Lemon,Bar,0,0
74288,Seven-Bell-Cherry,Seven,0,0
74289,Cherry-Lemon-Lemon,Cherry,0,0
74290,Lemon-Bell-Bell,Lemon,0,0
74291,Cherry-Cherry-Bell,Cherry,0,0
74292,Lemon-Lemon-Lemon,Lemon,4,1
74293,Cherry-Bell-Bell,Cherry,0,0
74294,Lemon-Lemon-Lemon,Lemon,4,1
74295,Cherry-Cherry-Cherry,Cherry,2,1
74296,Cherry-Bell-Lemon,Cherry,0,0
74297,Cherry-Bell-Lemon,Cherry,0,0
74298,Cherry-Cherry-Cherry,Cherry,2,1
74299,Cherry-Lemon-Bar,Cherry,0,0
74300,Cherry-Lemon-Bell,Cherry,0,0
74301,Lemon-Bell-Cherry,Lemon,0,0
74302,Cherry-Cherry-Lemon,Cherry,0,0
74303,Lemon-Seven-Cherry,Lemon,0,0
74304,Lemon-Cherry-Bell,Lemon,0,0
74305,Lemon-Cherry-Bell,Lemon,0,0
74306,Cherry-Lemon-Cherry,Cherry,0,0
74307,Bell-Bell-Bell,Bell,10,1
74308,Cherry-Lemon-Cherry,Cherry,0,0
74309,Cherry-Bell-Cherry,Cherry,0,0
74310,Cherry-Bell-Bar,Cherry,0,0
74311,Cherry-Bar-Lemon,Cherry,0,0
74312,Bell-Cherry-Lemon,Bell,0,0
74313,Cherry-Lemon-Lemon,Cherry,0,0
74314,Cherry-Cherry-Lemon,Cherry,0,0
74315,Lemon-Cherry-Cherry,Lemon,0,0
74316,Lemon-Cherry-Lemon,Lemon,0,0
74317,Cherry-Cherry-Seven,Cherry,0,0
74318,Bell-Seven-Lemon,Bell,0,0
74319,Cherry-Cherry-Cherry,Cherry,2,1
74320,Bell-Cherry-Cherry,Bell,0,0
74321,Lemon-Lemon-Lemon,Lemon,4,1
74322,Cherry-Cherry-Seven,Cherry,0,0
74323,Bar-Lemon-Bar,Bar,0,0
74324,Cherry-Cherry-Cherry,Cherry,2,1
74325,Lemon-Cherry-Cherry,Lemon,0,0
74326,Bell-Cherry-Lemon,Bell,0,0
74327,Bell-Cherry-Lemon,Bell,0,0
74328,Cherry-Lemon-Cherry,Cherry,0,0
74329,Lemon-Cherry-Cherry,Lemon,0,0
74330,Cherry-Bar-Cherry,Cherry,0,0
74331,Bar-Bell-Cherry,Bar,0,0
74332,Cherry-Cherry-Cherry,Cherry,2,1
74333,Cherry-Cherry-Cherry,Cherry,2,1
74334,Lemon-Cherry-Cherry,Lemon,0,0
74335,Lemon-Bar-Bar,Lemon,0,0
74336,Bar-Cherry-Cherry,Bar,0,0
74337,Bell-Cherry-Cherry,Bell,0,0
74338,Cherry-Bell-Cherry,Cherry,0,0
74339,Cherry-Bar-Cherry,Cherry,0,0
74340,Seven-Cherry-Lemon,Seven,0,0
74341,Bar-Bell-Bell,Bar,0,0
74342,Cherry-Cherry-Lemon,Cherry,0,0
74343,Cherry-Cherry-Cherry,Cherry,2,1
74344,Lemon-Cherry-Cherry,Lemon,0,0
74345,Cherry-Cherry-Cherry,Cherry,2,1
74346,Lemon-Bar-Lemon,Lemon,0,0
74347,Lemon-Lemon-Lemon,Lemon,4,1
74348,Cherry-Cherry-Cherry,Cherry,2,1
74349,Cherry-Lemon-Lemon,Cherry,0,0
74350,Cherry-Cherry-Cherry,Cherry,2,1
74351,Cherry-Cherry-Cherry,Cherry,2,1
74352,Cherry-Cherry-Bar,Cherry,0,0
74353,Cherry-Bell-Lemon,Cherry,0,0
74354,Lemon-Cherry-Bar,Lemon,0,0
74355,Cherry-Lemon-Cherry,Cherry,0,0
74356,Bar-Cherry-Lemon,Bar,0,0
74357,Cherry-Lemon-Lemon,Cherry,0,0
74358,Cherry-Cherry-Bell,Cherry,0,0
74359,Bell-Lemon-Lemon,Bell,0,0
74360,Cherry-Cherry-Cherry,Cherry,2,1
74361,Seven-Lemon-Cherry,Seven,0,0
74362,Cherry-Seven-Cherry,Cherry,0,0
74363,Cherry-Cherry-Cherry,Cherry,2,1
74364,Seven-Lemon-Cherry,Seven,0,0
74365,Cherry-Cherry-Bar,Cherry,0,0
74366,Cherry-Bell-Cherry,Cherry,0,0
74367,Bar-Cherry-Lemon,Bar,0,0
74368,Cherry-Lemon-Bell,Cherry,0,0
74369,Seven-Lemon-Bell,Seven,0,0
74370,Cherry-Bell-Cherry,Cherry,0,0
74371,Seven-Cherry-Cherry,Seven,0,0
74372,Bell-Lemon-Cherry,Bell,0,0
74373,Bell-Bell-Cherry,Bell,0,0
74374,Lemon-Lemon-Lemon,Lemon,4,1
74375,Lemon-Lemon-Bell,Lemon,0,0
74376,Cherry-Cherry-Lemon,Cherry,0,0
74377,Cherry-Lemon-Lemon,Cherry,0,0
74378,Lemon-Cherry-Bell,Lemon,0,0
74379,Bell-Lemon-Lemon,Bell,0,0
74380,Cherry-Bell-Cherry,Cherry,0,0
74381,Cherry-Bar-Cherry,Cherry,0,0
74382,Cherry-Cherry-Cherry,Cherry,2,1
74383,Cherry-Cherry-Bar,Cherry,0,0
74384,Cherry-Lemon-Cherry,Cherry,0,0
74385,Bar-Lemon-Cherry,Bar,0,0
74386,Lemon-Bell-Lemon,Lemon,0,0
74387,Cherry-Lemon-Bell,Cherry,0,0
74388,Cherry-Cherry-Bar,Cherry,0,0
74389,Cherry-Cherry-Lemon,Cherry,0,0
74390,Cherry-Cherry-Lemon,Cherry,0,0
74391,Lemon-Lemon-Cherry,Lemon,0,0
74392,Lemon-Cherry-Bar,Lemon,0,0
74393,Cherry-Bell-Lemon,Cherry,0,0
74394,Lemon-Cherry-Cherry,Lemon,0,0
74395,Lemon-Bar-Cherry,Lemon,0,0
74396,Bell-Cherry-Bell,Bell,0,0
74397,Cherry-Bell-Bell,Cherry,0,0
74398,Bell-Cherry-Bell,Bell,0,0
74399,Cherry-Cherry-Cherry,Cherry,2,1
74400,Lemon-Lemon-Lemon,Lemon,4,1
74401,Lemon-Cherry-Bell,Lemon,0,0
74402,Cherry-Lemon-Cherry,Cherry,0,0
74403,Cherry-Lemon-Bar,Cherry,0,0
74404,Cherry-Lemon-Bar,Cherry,0,0
74405,Bell-Cherry-Cherry,Bell,0,0
74406,Cherry-Lemon-Cherry,Cherry,0,0
74407,Cherry-Cherry-Bell,Cherry,0,0
74408,Cherry-Lemon-Lemon,Cherry,0,0
74409,Cherry-Bar-Lemon,Cherry,0,0
74410,Lemon-Lemon-Lemon,Lemon,4,1
74411,Cherry-Lemon-Lemon,Cherry,0,0
74412,Cherry-Cherry-Lemon,Cherry,0,0
74413,Cherry-Lemon-Lemon,Cherry,0,0
74414,Cherry-Cherry-Lemon,Cherry,0,0
74415,Lemon-Lemon-Bell,Lemon,0,0
74416,Lemon-Cherry-Bell,Lemon,0,0
74417,Lemon-Lemon-Cherry,Lemon,0,0
74418,Lemon-Cherry-Lemon,Lemon,0,0
74419,Bar-Lemon-Bell,Bar,0,0
74420,Cherry-Cherry-Cherry,Cherry,2,1
74421,Lemon-Cherry-Lemon,Lemon,0,0
74422,Lemon-Lemon-Lemon,Lemon,4,1
74423,Cherry-Lemon-Seven,Cherry,0,0
74424,Lemon-Cherry-Bell,Lemon,0,0
74425,Bell-Lemon-Cherry,Bell,0,0
74426,Lemon-Lemon-Cherry,Lemon,0,0
74427,Cherry-Cherry-Lemon,Cherry,0,0
74428,Lemon-Cherry-Cherry,Lemon,0,0
74429,Cherry-Cherry-Cherry,Cherry,2,1
74430,Bar-Cherry-Lemon,Bar,0,0
74431,Lemon-Lemon-Lemon,Lemon,4,1
74432,Bell-Lemon-Bell,Bell,0,0
74433,Cherry-Bar-Cherry,Cherry,0,0
74434,Cherry-Cherry-Bar,Cherry,0,0
74435,Cherry-Cherry-Bell,Cherry,0,0
74436,Cherry-Cherry-Cherry,Cherry,2,1
74437,Bell-Bell-Cherry,Bell,0,0
74438,Lemon-Cherry-Cherry,Lemon,0,0
74439,Cherry-Cherry-Lemon,Cherry,0,0
74440,Bar-Bell-Bar,Bar,0,0
74441,Lemon-Cherry-Lemon,Lemon,0,0
74442,Lemon-Cherry-Bell,Lemon,0,0
74443,Cherry-Cherry-Bell,Cherry,0,0
74444,Cherry-Lemon-Cherry,Cherry,0,0
74445,Cherry-Cherry-Lemon,Cherry,0,0
74446,Cherry-Cherry-Bar,Cherry,0,0
74447,Cherry-Bell-Cherry,Cherry,0,0
74448,Cherry-Cherry-Cherry,Cherry,2,1
74449,Cherry-Cherry-Cherry,Cherry,2,1
74450,Lemon-Lemon-Cherry,Lemon,0,0
74451,Lemon-Cherry-Cherry,Lemon,0,0
74452,Lemon-Cherry-Lemon,Lemon,0,0
74453,Bar-Lemon-Lemon,Bar,0,0
74454,Lemon-Cherry-Cherry,Lemon,0,0
74455,Lemon-Cherry-Cherry,Lemon,0,0
74456,Lemon-Lemon-Bar,Lemon,0,0
74457,Cherry-Lemon-Cherry,Cherry,0,0
74458,Cherry-Cherry-Bell,Cherry,0,0
74459,Cherry-Seven-Cherry,Cherry,0,0
74460,Cherry-Lemon-Cherry,Cherry,0,0
74461,Cherry-Cherry-Cherry,Cherry,2,1
74462,Cherry-Cherry-Cherry,Cherry,2,1
74463,Cherry-Lemon-Bar,Cherry,0,0
74464,Bell-Cherry-Cherry,Bell,0,0
74465,Bell-Cherry-Cherry,Bell,0,0
74466,Lemon-Cherry-Bell,Lemon,0,0
74467,Bar-Bell-Seven,Bar,0,0
74468,Bell-Lemon-Cherry,Bell,0,0
74469,Cherry-Cherry-Cherry,Cherry,2,1
74470,Cherry-Cherry-Bell,Cherry,0,0
74471,Cherry-Cherry-Lemon,Cherry,0,0
74472,Cherry-Cherry-Cherry,Cherry,2,1
74473,Cherry-Bell-Cherry,Cherry,0,0
74474,Lemon-Cherry-Cherry,Lemon,0,0
74475,Cherry-Bell-Seven,Cherry,0,0
74476,Lemon-Seven-Bell,Lemon,0,0
74477,Cherry-Lemon-Bar,Cherry,0,0
74478,Bell-Lemon-Cherry,Bell,0,0
74479,Cherry-Bell-Cherry,Cherry,0,0
74480,Cherry-Lemon-Lemon,Cherry,0,0
74481,Bell-Lemon-Cherry,Bell,0,0
74482,Bell-Bell-Cherry,Bell,0,0
74483,Bell-Bell-Bell,Bell,10,1
74484,Cherry-Cherry-Bar,Cherry,0,0
74485,Lemon-Cherry-Lemon,Lemon,0,0
74486,Cherry-Lemon-Cherry,Cherry,0,0
74487,Cherry-Lemon-Lemon,Cherry,0,0
74488,Lemon-Cherry-Cherry,Lemon,0,0
74489,Cherry-Cherry-Cherry,Cherry,2,1
74490,Lemon-Cherry-Cherry,Lemon,0,0
74491,Bell-Bar-Lemon,Bell,0,0
74492,Lemon-Cherry-Cherry,Lemon,0,0
74493,Cherry-Bell-Bell,Cherry,0,0
74494,Cherry-Lemon-Lemon,Cherry,0,0
74495,Cherry-Cherry-Cherry,Cherry,2,1
74496,Bar-Cherry-Lemon,Bar,0,0
74497,Cherry-Lemon-Cherry,Cherry,0,0
74498,Cherry-Cherry-Cherry,Cherry,2,1
74499,Lemon-Bar-Seven,Lemon,0,0
74500,Cherry-Lemon-Bell,Cherry,0,0
74501,Lemon-Lemon-Cherry,Lemon,0,0
74502,Bell-Cherry-Cherry,Bell,0,0
74503,Cherry-Cherry-Cherry,Cherry,2,1
74504,Cherry-Lemon-Cherry,Cherry,0,0
74505,Seven-Cherry-Bell,Seven,0,0
74506,Bar-Lemon-Cherry,Bar,0,0
74507,Cherry-Cherry-Cherry,Cherry,2,1
74508,Cherry-Bell-Lemon,Cherry,0,0
74509,Bell-Cherry-Cherry,Bell,0,0
74510,Lemon-Cherry-Cherry,Lemon,0,0
74511,Cherry-Bell-Bell,Cherry,0,0
74512,Bell-Bar-Seven,Bell,0,0
74513,Cherry-Cherry-Cherry,Cherry,2,1
74514,Cherry-Lemon-Bar,Cherry,0,0
74515,Lemon-Cherry-Lemon,Lemon,0,0
74516,Cherry-Cherry-Cherry,Cherry,2,1
74517,Cherry-Lemon-Bar,Cherry,0,0
74518,Lemon-Seven-Lemon,Lemon,0,0
74519,Cherry-Bar-Cherry,Cherry,0,0
74520,Lemon-Cherry-Seven,Lemon,0,0
74521,Cherry-Bell-Bell,Cherry,0,0
74522,Cherry-Cherry-Lemon,Cherry,0,0
74523,Bar-Bell-Cherry,Bar,0,0
74524,Cherry-Cherry-Cherry,Cherry,2,1
74525,Cherry-Lemon-Bell,Cherry,0,0
74526,Cherry-Lemon-Cherry,Cherry,0,0
74527,Cherry-Cherry-Lemon,Cherry,0,0
74528,Cherry-Bell-Lemon,Cherry,0,0
74529,Cherry-Cherry-Seven,Cherry,0,0
74530,Cherry-Cherry-Cherry,Cherry,2,1
74531,Cherry-Cherry-Cherry,Cherry,2,1
74532,Cherry-Bell-Lemon,Cherry,0,0
74533,Seven-Lemon-Cherry,Seven,0,0
74534,Lemon-Lemon-Cherry,Lemon,0,0
74535,Cherry-Cherry-Cherry,Cherry,2,1
74536,Cherry-Cherry-Seven,Cherry,0,0
74537,Cherry-Lemon-Cherry,Cherry,0,0
74538,Bell-Lemon-Cherry,Bell,0,0
74539,Lemon-Cherry-Cherry,Lemon,0,0
74540,Cherry-Cherry-Cherry,Cherry,2,1
74541,Bell-Cherry-Bell,Bell,0,0
74542,Lemon-Cherry-Bell,Lemon,0,0
74543,Cherry-Bar-Cherry,Cherry,0,0
74544,Cherry-Bell-Bar,Cherry,0,0
74545,Cherry-Cherry-Bar,Cherry,0,0
74546,Bar-Cherry-Cherry,Bar,0,0
74547,Cherry-Cherry-Cherry,Cherry,2,1
74548,Cherry-Lemon-Bell,Cherry,0,0
74549,Bell-Bell-Cherry,Bell,0,0
74550,Cherry-Bell-Cherry,Cherry,0,0
74551,Bar-Cherry-Lemon,Bar,0,0
74552,Lemon-Cherry-Cherry,Lemon,0,0
74553,Lemon-Cherry-Cherry,Lemon,0,0
74554,Lemon-Cherry-Cherry,Lemon,0,0
74555,Seven-Cherry-Cherry,Seven,0,0
74556,Bell-Cherry-Bar,Bell,0,0
74557,Cherry-Bell-Cherry,Cherry,0,0
74558,Lemon-Lemon-Bar,Lemon,0,0
74559,Bar-Cherry-Cherry,Bar,0,0
74560,Cherry-Cherry-Lemon,Cherry,0,0
74561,Bar-Lemon-Lemon,Bar,0,0
74562,Cherry-Lemon-Cherry,Cherry,0,0
74563,Cherry-Cherry-Cherry,Cherry,2,1
74564,Bell-Cherry-Lemon,Bell,0,0
74565,Cherry-Cherry-Lemon,Cherry,0,0
74566,Cherry-Cherry-Lemon,Cherry,0,0
74567,Lemon-Lemon-Bar,Lemon,0,0
74568,Cherry-Cherry-Lemon,Cherry,0,0
74569,Bell-Bell-Lemon,Bell,0,0
74570,Cherry-Cherry-Cherry,Cherry,2,1
74571,Cherry-Cherry-Cherry,Cherry,2,1
74572,Lemon-Lemon-Bar,Lemon,0,0
74573,Cherry-Cherry-Bell,Cherry,0,0
74574,Lemon-Bell-Cherry,Lemon,0,0
74575,Cherry-Cherry-Lemon,Cherry,0,0
74576,Bar-Cherry-Lemon,Bar,0,0
74577,Lemon-Lemon-Bell,Lemon,0,0
74578,Bar-Cherry-Lemon,Bar,0,0
74579,Lemon-Bar-Bell,Lemon,0,0
74580,Bell-Lemon-Cherry,Bell,0,0
74581,Lemon-Lemon-Cherry,Lemon,0,0
74582,Lemon-Lemon-Lemon,Lemon,4,1
74583,Cherry-Cherry-Bell,Cherry,0,0
74584,Lemon-Cherry-Lemon,Lemon,0,0
74585,Lemon-Bar-Bell,Lemon,0,0
74586,Cherry-Bar-Lemon,Cherry,0,0
74587,Cherry-Cherry-Cherry,Cherry,2,1
74588,Cherry-Lemon-Lemon,Cherry,0,0
74589,Cherry-Cherry-Lemon,Cherry,0,0
74590,Lemon-Cherry-Cherry,Lemon,0,0
74591,Cherry-Cherry-Lemon,Cherry,0,0
74592,Cherry-Bell-Lemon,Cherry,0,0
74593,Cherry-Cherry-Cherry,Cherry,2,1
74594,Cherry-Lemon-Lemon,Cherry,0,0
74595,Cherry-Lemon-Cherry,Cherry,0,0
74596,Bell-Cherry-Bell,Bell,0,0
74597,Cherry-Cherry-Lemon,Cherry,0,0
74598,Cherry-Cherry-Cherry,Cherry,2,1
74599,Lemon-Cherry-Seven,Lemon,0,0
74600,Cherry-Lemon-Bell,Cherry,0,0
74601,Cherry-Lemon-Bell,Cherry,0,0
74602,Cherry-Lemon-Bar,Cherry,0,0
74603,Bell-Cherry-Lemon,Bell,0,0
74604,Bar-Cherry-Cherry,Bar,0,0
74605,Lemon-Lemon-Lemon,Lemon,4,1
74606,Cherry-Cherry-Cherry,Cherry,2,1
74607,Bell-Cherry-Lemon,Bell,0,0
74608,Lemon-Seven-Bell,Lemon,0,0
74609,Bar-Lemon-Cherry,Bar,0,0
74610,Bar-Bar-Cherry,Bar,0,0
74611,Cherry-Lemon-Cherry,Cherry,0,0
74612,Cherry-Bell-Cherry,Cherry,0,0
74613,Cherry-Cherry-Cherry,Cherry,2,1
74614,Bell-Cherry-Cherry,Bell,0,0
74615,Lemon-Bell-Cherry,Lemon,0,0
74616,Lemon-Cherry-Seven,Lemon,0,0
74617,Bell-Cherry-Lemon,Bell,0,0
74618,Bar-Cherry-Lemon,Bar,0,0
74619,Bell-Bell-Cherry,Bell,0,0
74620,Cherry-Cherry-Lemon,Cherry,0,0
74621,Cherry-Cherry-Lemon,Cherry,0,0
74622,Cherry-Cherry-Cherry,Cherry,2,1
74623,Bell-Bell-Lemon,Bell,0,0
74624,Cherry-Cherry-Seven,Cherry,0,0
74625,Cherry-Lemon-Cherry,Cherry,0,0
74626,Lemon-Bell-Bar,Lemon,0,0
74627,Cherry-Lemon-Cherry,Cherry,0,0
74628,Lemon-Bell-Lemon,Lemon,0,0
74629,Cherry-Lemon-Lemon,Cherry,0,0
74630,Lemon-Cherry-Cherry,Lemon,0,0
74631,Cherry-Cherry-Lemon,Cherry,0,0
74632,Bar-Cherry-Cherry,Bar,0,0
74633,Bell-Cherry-Cherry,Bell,0,0
74634,Cherry-Cherry-Cherry,Cherry,2,1
74635,Cherry-Cherry-Lemon,Cherry,0,0
74636,Cherry-Cherry-Seven,Cherry,0,0
74637,Cherry-Seven-Bar,Cherry,0,0
74638,Lemon-Seven-Bell,Lemon,0,0
74639,Lemon-Cherry-Bell,Lemon,0,0
74640,Cherry-Lemon-Cherry,Cherry,0,0
74641,Bar-Lemon-Cherry,Bar,0,0
74642,Seven-Lemon-Cherry,Seven,0,0
74643,Lemon-Bell-Lemon,Lemon,0,0
74644,Bell-Cherry-Cherry,Bell,0,0
74645,Cherry-Cherry-Cherry,Cherry,2,1
74646,Lemon-Cherry-Bell,Lemon,0,0
74647,Cherry-Lemon-Bell,Cherry,0,0
74648,Lemon-Cherry-Lemon,Lemon,0,0
74649,Cherry-Bell-Cherry,Cherry,0,0
74650,Bell-Cherry-Bell,Bell,0,0
74651,Cherry-Cherry-Lemon,Cherry,0,0
74652,Cherry-Bar-Cherry,Cherry,0,0
74653,Cherry-Cherry-Cherry,Cherry,2,1
74654,Bell-Lemon-Lemon,Bell,0,0
74655,Cherry-Cherry-Lemon,Cherry,0,0
74656,Cherry-Cherry-Cherry,Cherry,2,1
74657,Lemon-Bell-Cherry,Lemon,0,0
74658,Bell-Cherry-Cherry,Bell,0,0
74659,Lemon-Cherry-Cherry,Lemon,0,0
74660,Cherry-Bell-Cherry,Cherry,0,0
74661,Lemon-Cherry-Seven,Lemon,0,0
74662,Lemon-Bell-Lemon,Lemon,0,0
74663,Lemon-Cherry-Lemon,Lemon,0,0
74664,Cherry-Bell-Cherry,Cherry,0,0
74665,Lemon-Lemon-Lemon,Lemon,4,1
74666,Cherry-Cherry-Bell,Cherry,0,0
74667,Bell-Cherry-Bell,Bell,0,0
74668,Lemon-Seven-Cherry,Lemon,0,0
74669,Cherry-Bell-Lemon,Cherry,0,0
74670,Lemon-Cherry-Cherry,Lemon,0,0
74671,Cherry-Lemon-Lemon,Cherry,0,0
74672,Lemon-Cherry-Lemon,Lemon,0,0
74673,Bell-Lemon-Seven,Bell,0,0
74674,Bell-Lemon-Cherry,Bell,0,0
74675,Lemon-Cherry-Lemon,Lemon,0,0
74676,Cherry-Lemon-Cherry,Cherry,0,0
74677,Cherry-Bar-Cherry,Cherry,0,0
74678,Bar-Cherry-Bell,Bar,0,0
74679,Bell-Cherry-Bell,Bell,0,0
